index,年份,地块名,季节,作物名,种植面积
441,2028,B12,1,莜麦,7.41
442,2028,B13,1,谷子,35.0
443,2028,B14,1,谷子,20.0
444,2028,C1,1,绿豆,14.96
445,2028,C1,1,荞麦,0.0
446,2028,C1,1,大麦,0.04
447,2028,C2,1,绿豆,13.0
448,2028,C3,1,绿豆,5.0
449,2028,C3,1,荞麦,10.0
450,2028,C4,1,绿豆,18.0
451,2028,C5,1,绿豆,27.0
452,2028,C6,1,绿豆,15.0
453,2028,C6,1,荞麦,5.0
454,2028,D1,1,芸豆,0.73
455,2028,D1,1,茄子,7.09
456,2028,D1,1,黄瓜,1.09
457,2028,D1,1,芹菜,0.33
458,2028,D2,1,豇豆,4.38
459,2028,D3,1,豇豆,3.15
460,2028,D4,1,包菜,0.73
461,2028,D4,1,油麦菜,1.1
462,2028,D4,1,小青菜,2.8
463,2028,D4,2,大白菜,0.0
464,2028,D6,1,豇豆,3.91
465,2028,D6,1,芸豆,0.71
466,2028,D6,2,大白菜,0.0
467,2028,D8,1,小青菜,8.29
468,2028,E1,2,榆黄菇,0.6
469,2028,E2,2,白灵菇,0.45
470,2028,E2,2,羊肚菌,0.15
471,2028,E3,2,羊肚菌,0.6
472,2028,E4,2,羊肚菌,0.6
473,2028,E5,2,香菇,0.6
474,2028,E6,2,香菇,0.53
475,2028,E6,2,羊肚菌,0.07
476,2028,E7,2,羊肚菌,0.6
477,2028,E8,2,白灵菇,0.53
478,2028,E8,2,羊肚菌,0.07
479,2028,E9,2,香菇,0.07
480,2028,E9,2,白灵菇,0.07
481,2028,E9,2,羊肚菌,0.45
482,2028,E10,2,榆黄菇,0.45
483,2028,E10,2,羊肚菌,0.15
484,2028,E11,2,榆黄菇,0.15
485,2028,E11,2,羊肚菌,0.45
486,2028,E12,2,白灵菇,0.15
487,2028,E12,2,羊肚菌,0.45
488,2028,E13,2,白灵菇,0.6
489,2028,E14,2,香菇,0.6
490,2028,E15,2,羊肚菌,0.6
491,2028,E16,2,榆黄菇,0.6
492,2028,E16,2,香菇,0.0
493,2028,F1,2,茄子,0.27
494,2028,F1,2,黄瓜,0.33
495,2028,F2,2,茄子,0.37
496,2028,F2,2,黄瓜,0.23
497,2028,F3,2,茄子,0.6
498,2028,F4,2,茄子,0.2
499,2028,F4,2,黄瓜,0.4
500,2029,A1,1,小麦,26.74
501,2029,A1,1,玉米,53.26
502,2029,A2,1,玉米,55.0
503,2029,A2,1,南瓜,0.0
504,2029,A3,1,绿豆,23.3
505,2029,A3,1,南瓜,11.7
506,2029,A4,1,小麦,55.62
507,2029,A4,1,玉米,0.02
508,2029,A4,1,红薯,16.36
509,2029,A5,1,小麦,68.0
510,2029,A6,1,绿豆,30.53
511,2029,A6,1,玉米,24.47
512,2029,B1,1,谷子,60.0
513,2029,B2,1,黄豆,46.0
514,2029,B3,1,黑豆,4.42
515,2029,B3,1,小麦,35.58
516,2029,B4,1,谷子,23.0
517,2029,B4,1,高粱,5.0
518,2029,B5,1,红豆,8.16
519,2029,B5,1,绿豆,16.84
520,2029,B5,1,谷子,0.0
521,2029,B6,1,黑豆,41.58
522,2029,B6,1,红豆,2.31
523,2029,B6,1,谷子,42.11
524,2029,B7,1,黄豆,24.06
525,2029,B7,1,小麦,30.94
526,2029,B8,1,黄豆,44.0
527,2029,B9,1,黄豆,12.0
528,2029,B9,1,绿豆,1.83
529,2029,B9,1,谷子,36.17
530,2029,B10,1,绿豆,0.0
531,2029,B10,1,谷子,25.0
532,2029,B11,1,高粱,25.0
533,2029,B11,1,莜麦,35.0
534,2029,B12,1,黄豆,23.94
535,2029,B12,1,红豆,19.44
536,2029,B12,1,谷子,1.62
537,2029,B13,1,红豆,25.0
538,2029,B13,1,绿豆,10.0
539,2029,B14,1,高粱,20.0
540,2029,C1,1,红豆,4.26
541,2029,C1,1,绿豆,0.04
542,2029,C1,1,黍子,2.65
543,2029,C1,1,大麦,8.05
544,2029,C2,1,绿豆,0.0
545,2029,C2,1,大麦,13.0
546,2029,C3,1,绿豆,10.0
547,2029,C3,1,爬豆,5.0
548,2029,C4,1,绿豆,0.0
549,2029,C4,1,黍子,18.0
550,2029,C5,1,爬豆,21.33
551,2029,C5,1,黍子,5.67
552,2029,C6,1,绿豆,5.0
553,2029,C6,1,荞麦,15.0
554,2029,D1,1,黄瓜,1.09
555,2029,D1,1,芹菜,0.33
556,2029,D2,1,油麦菜,1.1
557,2029,D3,1,茄子,7.09
558,2029,D3,1,菜花,0.73
559,2029,D3,1,包菜,0.73
560,2029,D5,1,小青菜,10.0
561,2029,D7,1,豇豆,11.44
562,2029,D7,1,芸豆,1.44
563,2029,D7,1,小青菜,1.09
564,2029,E1,2,羊肚菌,0.6
565,2029,E2,2,香菇,0.6
566,2029,E3,2,香菇,0.6
567,2029,E4,2,香菇,0.6
568,2029,E5,2,羊肚菌,0.6
569,2029,E6,2,榆黄菇,0.07
570,2029,E6,2,羊肚菌,0.53
571,2029,E7,2,榆黄菇,0.6
572,2029,E8,2,白灵菇,0.07
573,2029,E8,2,羊肚菌,0.53
574,2029,E9,2,榆黄菇,0.07
575,2029,E9,2,白灵菇,0.53
576,2029,E10,2,榆黄菇,0.15
577,2029,E10,2,羊肚菌,0.45
578,2029,E11,2,榆黄菇,0.45
579,2029,E11,2,羊肚菌,0.15
580,2029,E12,2,榆黄菇,0.45
581,2029,E12,2,羊肚菌,0.15
582,2029,E13,2,羊肚菌,0.6
583,2029,E14,2,羊肚菌,0.6
584,2029,E15,2,白灵菇,0.6
585,2029,E16,2,白灵菇,0.6
586,2029,F1,2,茄子,0.33
587,2029,F1,2,包菜,0.27
588,2029,F2,2,茄子,0.23
589,2029,F2,2,黄瓜,0.37
590,2029,F3,2,黄瓜,0.6
591,2029,F4,2,茄子,0.4
592,2029,F4,2,包菜,0.2
593,2030,A1,1,小麦,53.26
594,2030,A1,1,玉米,26.74
595,2030,A2,1,绿豆,0.0
596,2030,A2,1,小麦,55.0
597,2030,A3,1,小麦,35.0
598,2030,A4,1,玉米,55.64
599,2030,A4,1,红薯,16.36
600,2030,A5,1,绿豆,5.92
601,2030,A5,1,玉米,50.38
602,2030,A5,1,南瓜,11.7
603,2030,A6,1,小麦,55.0
604,2030,B1,1,黄豆,60.0
605,2030,B2,1,黄豆,0.0
606,2030,B2,1,黑豆,3.78
607,2030,B2,1,绿豆,5.11
608,2030,B2,1,小麦,12.11
609,2030,B2,1,黍子,25.0
610,2030,B3,1,谷子,40.0
611,2030,B4,1,黄豆,28.0
612,2030,B5,1,黄豆,0.0
613,2030,B5,1,黑豆,25.0
614,2030,B6,1,红豆,42.11
615,2030,B6,1,谷子,43.89
616,2030,B7,1,黄豆,30.94
617,2030,B7,1,黑豆,17.22
618,2030,B7,1,红豆,6.84
619,2030,B8,1,谷子,44.0
620,2030,B9,1,高粱,50.0
621,2030,B10,1,黄豆,10.0
622,2030,B10,1,谷子,0.0
623,2030,B10,1,莜麦,15.0
624,2030,B11,1,谷子,60.0
625,2030,B12,1,黄豆,21.06
626,2030,B12,1,小麦,3.98
627,2030,B12,1,大麦,19.96
628,2030,B13,1,红豆,10.0
629,2030,B13,1,爬豆,25.0
630,2030,B14,1,莜麦,20.0
631,2030,C1,1,绿豆,14.96
632,2030,C1,1,大麦,0.04
633,2030,C2,1,绿豆,13.0
634,2030,C3,1,绿豆,5.0
635,2030,C3,1,荞麦,10.0
636,2030,C4,1,绿豆,18.0
637,2030,C5,1,绿豆,27.0
638,2030,C6,1,绿豆,15.0
639,2030,C6,1,荞麦,5.0
640,2030,D1,1,茄子,7.09
641,2030,D1,1,包菜,0.73
642,2030,D1,1,黄瓜,1.09
643,2030,D1,1,芹菜,0.33
644,2030,D2,1,油麦菜,1.1
645,2030,D2,1,小青菜,3.28
646,2030,D2,2,大白菜,0.0
647,2030,D3,1,豇豆,3.15
648,2030,D4,1,芸豆,1.44
649,2030,D4,1,小青菜,3.18
650,2030,D6,1,小青菜,4.62
651,2030,D6,2,大白菜,0.0
652,2030,D8,1,豇豆,8.29
653,2030,D8,2,大白菜,0.0
654,2030,E1,2,白灵菇,0.6
655,2030,E2,2,羊肚菌,0.6
656,2030,E3,2,羊肚菌,0.6
657,2030,E4,2,羊肚菌,0.6
658,2030,E5,2,榆黄菇,0.6
659,2030,E6,2,榆黄菇,0.53
660,2030,E6,2,羊肚菌,0.07
661,2030,E7,2,香菇,0.0
662,2030,E7,2,羊肚菌,0.6
663,2030,E8,2,白灵菇,0.53
664,2030,E8,2,羊肚菌,0.07
665,2030,E9,2,榆黄菇,0.53
666,2030,E9,2,白灵菇,0.07
667,2030,E10,2,白灵菇,0.6
668,2030,E11,2,香菇,0.6
669,2030,E12,2,榆黄菇,0.15
670,2030,E12,2,羊肚菌,0.45
671,2030,E13,2,香菇,0.6
672,2030,E14,2,香菇,0.6
673,2030,E15,2,羊肚菌,0.6
674,2030,E16,2,羊肚菌,0.6
675,2030,F1,2,茄子,0.27
676,2030,F1,2,黄瓜,0.33
677,2030,F2,2,茄子,0.37
678,2030,F2,2,黄瓜,0.23
679,2030,F3,2,茄子,0.6
680,2030,F4,2,茄子,0.2
681,2030,F4,2,黄瓜,0.4
