,年份,地块名,季节,作物名,种植面积
131,2025,E3,1,刀豆,0.6
132,2025,E4,1,刀豆,0.6
133,2025,E5,1,刀豆,0.6
134,2025,E6,2,榆黄菇,0.6
135,2025,E7,1,刀豆,0.6
136,2025,E8,1,刀豆,0.6
137,2025,E9,1,刀豆,0.6
138,2025,E10,2,榆黄菇,0.6
139,2025,E11,1,刀豆,0.6
140,2025,E12,2,榆黄菇,0.6
141,2025,E13,1,刀豆,0.6
142,2025,E14,1,刀豆,0.6
143,2025,E15,1,刀豆,0.6
144,2025,E16,2,白灵菇,0.6
145,2025,F1,2,豇豆,0.2
146,2025,F1,2,黄瓜,0.4
147,2025,F2,2,豇豆,0.47
148,2025,F2,2,黄瓜,0.13
149,2025,F3,2,豇豆,0.23
150,2025,F3,2,黄瓜,0.37
151,2025,F4,2,豇豆,0.53
152,2025,F4,2,黄瓜,0.07
153,2026,A1,1,绿豆,10.74
154,2026,A1,1,小麦,20.21
155,2026,A1,1,玉米,32.69
156,2026,A1,1,红薯,16.36
157,2026,A2,1,小麦,55.0
158,2026,A3,1,小麦,6.94
159,2026,A3,1,玉米,28.06
160,2026,A4,1,玉米,72.0
161,2026,A5,1,小麦,64.0
162,2026,A5,1,南瓜,4.0
163,2026,A6,1,小麦,47.3
164,2026,A6,1,南瓜,7.7
165,2026,B1,1,黄豆,46.0
166,2026,B1,1,黍子,14.0
167,2026,B2,1,谷子,46.0
168,2026,B3,1,红豆,19.95
169,2026,B3,1,谷子,20.05
170,2026,B4,1,黄豆,16.98
171,2026,B4,1,小麦,11.02
172,2026,B5,1,谷子,14.0
173,2026,B5,1,黍子,11.0
174,2026,B6,1,黄豆,13.02
175,2026,B6,1,谷子,37.98
176,2026,B6,1,莜麦,35.0
177,2026,B7,1,小麦,10.14
178,2026,B7,1,谷子,44.86
179,2026,B8,1,高粱,24.0
180,2026,B8,1,大麦,20.0
181,2026,B9,1,黑豆,46.0
182,2026,B9,1,爬豆,4.0
183,2026,B10,1,谷子,25.0
184,2026,B11,1,红豆,39.0
185,2026,B11,1,爬豆,21.0
186,2026,B12,1,黄豆,19.0
187,2026,B12,1,高粱,26.0
188,2026,B13,1,黄豆,35.0
189,2026,B14,1,黄豆,20.0
190,2026,C1,1,绿豆,15.0
191,2026,C2,1,绿豆,13.0
192,2026,C3,1,绿豆,15.0
193,2026,C4,1,绿豆,18.0
194,2026,C5,1,绿豆,27.0
195,2026,C6,1,绿豆,4.96
196,2026,C6,1,荞麦,15.0
197,2026,D1,1,菜花,0.73
198,2026,D1,1,油麦菜,1.1
199,2026,D2,1,茄子,7.09
200,2026,D2,1,小青菜,1.48
201,2026,D2,1,芹菜,0.33
202,2026,D3,1,黄瓜,1.09
203,2026,D4,1,豇豆,3.63
204,2026,D4,1,刀豆,0.56
205,2026,D4,1,芸豆,0.72
206,2026,D5,1,包菜,0.73
207,2026,D5,1,小青菜,0.57
208,2026,D7,1,豇豆,0.37
209,2026,D8,1,豇豆,6.0
210,2026,D8,1,小青菜,9.03
211,2026,E1,2,羊肚菌,0.6
212,2026,E2,2,羊肚菌,0.6
213,2026,E3,2,白灵菇,0.6
214,2026,E4,2,羊肚菌,0.6
215,2026,E5,2,白灵菇,0.6
216,2026,E6,1,豇豆,0.6
217,2026,E7,2,羊肚菌,0.6
218,2026,E8,2,羊肚菌,0.6
219,2026,E9,2,羊肚菌,0.6
220,2026,E10,1,芸豆,0.6
221,2026,E11,2,白灵菇,0.6
222,2026,E12,1,豇豆,0.6
223,2026,E13,2,榆黄菇,0.6
224,2026,E14,2,榆黄菇,0.6
225,2026,E15,2,榆黄菇,0.6
226,2026,E16,2,羊肚菌,0.6
227,2026,F1,2,茄子,0.4
228,2026,F1,2,黄瓜,0.2
229,2026,F2,2,茄子,0.13
230,2026,F2,2,黄瓜,0.47
231,2026,F3,2,茄子,0.37
232,2026,F3,2,黄瓜,0.23
233,2026,F4,2,茄子,0.53
234,2026,F4,2,黄瓜,0.07
235,2027,A1,1,黄豆,31.68
236,2027,A1,1,小麦,1.0
237,2027,A1,1,玉米,47.31
238,2027,A2,1,玉米,55.0
239,2027,A3,1,玉米,6.94
240,2027,A3,1,南瓜,11.7
241,2027,A3,1,红薯,16.36
242,2027,A4,1,小麦,72.0
243,2027,A5,1,黄豆,10.93
244,2027,A5,1,绿豆,57.07
245,2027,A6,1,绿豆,23.8
246,2027,A6,1,小麦,7.7
247,2027,A6,1,玉米,23.5
248,2027,B1,1,红豆,20.13
249,2027,B1,1,小麦,39.87
250,2027,B2,1,小麦,46.0
251,2027,B3,1,黑豆,4.0
252,2027,B3,1,高粱,36.0
253,2027,B4,1,黑豆,11.02
254,2027,B4,1,谷子,16.98
255,2027,B5,1,谷子,11.0
256,2027,B5,1,高粱,14.0
257,2027,B6,1,小麦,2.98
258,2027,B6,1,谷子,48.02
259,2027,B6,1,莜麦,35.0
260,2027,B7,1,黄豆,55.0
261,2027,B8,1,黑豆,30.98
262,2027,B8,1,小麦,13.02
263,2027,B9,1,谷子,50.0
264,2027,B10,1,黄豆,25.0
265,2027,B11,1,谷子,60.0
266,2027,B12,1,黄豆,25.14
267,2027,B12,1,小麦,19.86
268,2027,B13,1,红豆,35.0
269,2027,B14,1,小麦,18.11
270,2027,B14,1,谷子,1.89
271,2027,C1,1,黍子,15.0
272,2027,C2,1,爬豆,8.33
273,2027,C2,1,黍子,4.67
274,2027,C3,1,黍子,6.65
275,2027,C3,1,大麦,8.35
276,2027,C4,1,爬豆,18.0
277,2027,C5,1,荞麦,15.0
278,2027,C5,1,大麦,12.0
279,2027,C6,1,红豆,4.03
280,2027,C6,1,绿豆,15.04
281,2027,C6,1,大麦,0.7
282,2027,D1,1,豇豆,1.44
283,2027,D2,1,豇豆,1.1
284,2027,D3,1,包菜,0.73
285,2027,D3,1,小青菜,11.09
286,2027,D3,1,黄瓜,1.09
287,2027,D4,1,豇豆,1.09
288,2027,D6,1,油麦菜,1.1
289,2027,D7,1,豇豆,5.65
290,2027,D7,1,芸豆,1.44
291,2027,D7,1,茄子,3.18
292,2027,D8,1,茄子,3.91
293,2027,D8,1,菜花,0.73
294,2027,D8,1,芹菜,0.33
295,2027,E1,1,豇豆,0.6
296,2027,E2,1,豇豆,0.6
297,2027,E3,2,羊肚菌,0.6
298,2027,E4,2,白灵菇,0.6
299,2027,E5,2,羊肚菌,0.6
300,2027,E6,2,羊肚菌,0.6
301,2027,E7,2,榆黄菇,0.6
302,2027,E8,2,榆黄菇,0.6
303,2027,E9,2,榆黄菇,0.6
304,2027,E10,2,白灵菇,0.6
305,2027,E11,2,羊肚菌,0.6
306,2027,E12,2,羊肚菌,0.6
307,2027,E13,2,羊肚菌,0.6
308,2027,E14,2,羊肚菌,0.6
309,2027,E15,2,白灵菇,0.6
310,2027,E16,1,豇豆,0.6
311,2027,F1,2,豇豆,0.4
312,2027,F1,2,黄瓜,0.2
313,2027,F2,2,豇豆,0.13
314,2027,F2,2,茄子,0.47
315,2027,F3,2,豇豆,0.37
316,2027,F3,2,黄瓜,0.23
317,2027,F4,2,豇豆,0.07
318,2027,F4,2,黄瓜,0.53
319,2028,A1,1,小麦,78.81
320,2028,A1,1,玉米,1.19
321,2028,A2,1,小麦,43.3
322,2028,A2,1,南瓜,11.7
323,2028,A3,1,小麦,6.94
324,2028,A3,1,玉米,28.06
325,2028,A4,1,玉米,72.0
326,2028,A5,1,小麦,68.0
327,2028,A6,1,绿豆,5.92
328,2028,A6,1,小麦,1.21
329,2028,A6,1,玉米,31.5
330,2028,A6,1,红薯,16.36
331,2028,B1,1,黄豆,14.18
332,2028,B1,1,谷子,45.82
333,2028,B2,1,谷子,46.0
334,2028,B3,1,黄豆,40.0
335,2028,B4,1,黄豆,16.98
336,2028,B4,1,谷子,11.02
337,2028,B5,1,黄豆,19.89
338,2028,B5,1,绿豆,5.11
339,2028,B6,1,黑豆,1.0
340,2028,B6,1,高粱,50.0
341,2028,B6,1,莜麦,35.0
342,2028,B7,1,爬豆,25.0
343,2028,B7,1,小麦,16.09
344,2028,B7,1,黍子,13.91
345,2028,B8,1,红豆,44.0
346,2028,B9,1,黄豆,30.0
347,2028,B9,1,黑豆,20.0
348,2028,B10,1,黑豆,25.0
349,2028,B11,1,黄豆,28.95
350,2028,B11,1,黍子,11.09
351,2028,B11,1,大麦,19.96
352,2028,B12,1,谷子,45.0
353,2028,B13,1,谷子,35.0
354,2028,B14,1,红豆,14.95
355,2028,B14,1,谷子,5.05
356,2028,C1,1,绿豆,15.0
357,2028,C2,1,绿豆,13.0
358,2028,C3,1,绿豆,15.0
359,2028,C4,1,绿豆,18.0
360,2028,C5,1,绿豆,27.0
361,2028,C6,1,绿豆,4.96
362,2028,C6,1,荞麦,15.0
363,2028,C6,1,大麦,0.04
364,2028,D1,1,小青菜,1.82
365,2028,D2,1,小青菜,8.89
366,2028,D3,1,豇豆,1.09
367,2028,D4,1,茄子,4.91
368,2028,D5,1,茄子,2.17
369,2028,D7,1,小青菜,0.37
370,2028,D8,1,豇豆,10.35
371,2028,D8,1,芸豆,1.44
372,2028,D8,1,包菜,0.73
373,2028,D8,1,油麦菜,1.1
374,2028,D8,1,黄瓜,1.09
375,2028,D8,1,芹菜,0.33
376,2028,E1,2,羊肚菌,0.6
377,2028,E2,2,羊肚菌,0.6
378,2028,E3,2,榆黄菇,0.6
379,2028,E4,2,香菇,0.6
380,2028,E5,2,白灵菇,0.6
381,2028,E6,2,白灵菇,0.6
382,2028,E7,2,香菇,0.6
383,2028,E8,2,羊肚菌,0.6
384,2028,E9,2,羊肚菌,0.6
385,2028,E10,2,羊肚菌,0.6
386,2028,E11,2,榆黄菇,0.6
387,2028,E12,2,香菇,0.6
388,2028,E13,2,白灵菇,0.6
389,2028,E14,2,榆黄菇,0.6
390,2028,E15,2,羊肚菌,0.6
391,2028,E16,2,羊肚菌,0.6
392,2028,F1,2,茄子,0.6
393,2028,F2,2,黄瓜,0.6
394,2028,F3,2,茄子,0.23
395,2028,F3,2,黄瓜,0.37
396,2028,F4,2,茄子,0.6
397,2029,A1,1,绿豆,53.83
398,2029,A1,1,小麦,1.19
399,2029,A1,1,玉米,24.98
400,2029,A2,1,小麦,11.7
401,2029,A2,1,玉米,38.56
402,2029,A2,1,红薯,4.74
403,2029,A3,1,小麦,11.68
404,2029,A3,1,南瓜,11.7
405,2029,A3,1,红薯,11.62
406,2029,A4,1,小麦,72.0
407,2029,A5,1,玉米,68.0
408,2029,A6,1,小麦,53.79
409,2029,A6,1,玉米,1.21
410,2029,B1,1,红豆,27.8
411,2029,B1,1,谷子,14.18
412,2029,B1,1,莜麦,18.02
413,2029,B2,1,黄豆,46.0
414,2029,B3,1,红豆,22.11
415,2029,B3,1,小麦,17.89
416,2029,B4,1,黄豆,11.02
417,2029,B4,1,莜麦,16.98
418,2029,B5,1,小麦,25.0
419,2029,B6,1,绿豆,28.67
420,2029,B6,1,谷子,57.33
421,2029,B7,1,红豆,5.0
422,2029,B7,1,高粱,50.0
423,2029,B8,1,黄豆,43.0
424,2029,B8,1,黑豆,1.0
425,2029,B9,1,谷子,50.0
426,2029,B10,1,谷子,25.0
427,2029,B11,1,黄豆,9.93
428,2029,B11,1,小麦,23.63
429,2029,B11,1,谷子,26.44
430,2029,B12,1,黑豆,45.0
431,2029,B13,1,黄豆,35.0
432,2029,B14,1,黄豆,5.05
433,2029,B14,1,谷子,14.95
434,2029,C1,1,爬豆,3.59
435,2029,C1,1,黍子,11.41
436,2029,C2,1,黍子,13.0
437,2029,C3,1,爬豆,15.0
438,2029,C4,1,黍子,1.91
439,2029,C4,1,大麦,16.09
440,2029,C5,1,红豆,4.26
441,2029,C5,1,爬豆,7.74
442,2029,C5,1,荞麦,15.0
443,2029,C6,1,绿豆,15.04
444,2029,C6,1,大麦,4.96
445,2029,D1,1,包菜,0.27
446,2029,D1,1,油麦菜,1.1
447,2029,D1,1,小青菜,11.09
448,2029,D1,1,芹菜,0.33
449,2029,D2,1,豇豆,1.1
450,2029,D3,1,豇豆,10.34
451,2029,D3,1,茄子,2.12
452,2029,D3,1,包菜,0.46
453,2029,D5,1,芸豆,1.44
454,2029,D5,1,菜花,0.73
455,2029,D5,1,黄瓜,1.09
456,2029,D8,1,茄子,4.97
457,2029,E1,2,榆黄菇,0.6
458,2029,E2,2,香菇,0.6
459,2029,E3,2,羊肚菌,0.6
460,2029,E4,2,白灵菇,0.6
461,2029,E5,2,羊肚菌,0.6
462,2029,E6,2,羊肚菌,0.6
463,2029,E7,2,榆黄菇,0.6
464,2029,E8,2,香菇,0.6
465,2029,E9,2,白灵菇,0.6
466,2029,E10,2,香菇,0.6
467,2029,E11,2,羊肚菌,0.6
468,2029,E12,2,羊肚菌,0.6
469,2029,E13,2,羊肚菌,0.6
470,2029,E14,2,羊肚菌,0.6
471,2029,E15,2,白灵菇,0.6
472,2029,E16,2,榆黄菇,0.6
473,2029,F1,2,包菜,0.47
474,2029,F1,2,黄瓜,0.13
475,2029,F2,2,茄子,0.6
476,2029,F3,2,茄子,0.37
477,2029,F3,2,黄瓜,0.23
478,2029,F4,2,黄瓜,0.6
479,2030,A1,1,小麦,62.43
480,2030,A1,1,玉米,17.57
481,2030,A2,1,绿豆,5.92
482,2030,A2,1,小麦,43.3
483,2030,A2,1,红薯,5.78
484,2030,A3,1,小麦,23.32
485,2030,A3,1,玉米,1.09
486,2030,A3,1,红薯,10.59
487,2030,A4,1,玉米,60.3
488,2030,A4,1,南瓜,11.7
489,2030,A5,1,小麦,68.0
490,2030,A6,1,小麦,1.21
491,2030,A6,1,玉米,53.79
492,2030,B1,1,黄豆,54.89
493,2030,B1,1,绿豆,5.11
494,2030,B2,1,黑豆,37.17
495,2030,B2,1,大麦,8.83
496,2030,B3,1,黄豆,35.11
497,2030,B3,1,小麦,4.89
498,2030,B4,1,谷子,28.0
499,2030,B5,1,谷子,25.0
500,2030,B6,1,小麦,11.2
501,2030,B6,1,谷子,28.67
502,2030,B6,1,莜麦,35.0
503,2030,B6,1,大麦,11.13
504,2030,B7,1,黑豆,3.78
505,2030,B7,1,谷子,51.22
506,2030,B8,1,红豆,44.0
507,2030,B9,1,黑豆,5.05
508,2030,B9,1,红豆,14.95
509,2030,B9,1,高粱,30.0
510,2030,B10,1,黄豆,25.0
511,2030,B11,1,黄豆,35.0
512,2030,B11,1,黍子,25.0
513,2030,B12,1,爬豆,25.0
514,2030,B12,1,谷子,20.0
515,2030,B13,1,谷子,35.0
516,2030,B14,1,高粱,20.0
517,2030,C1,1,绿豆,15.0
518,2030,C2,1,绿豆,13.0
519,2030,C3,1,绿豆,15.0
520,2030,C4,1,绿豆,18.0
521,2030,C5,1,绿豆,27.0
522,2030,C6,1,绿豆,4.96
523,2030,C6,1,荞麦,15.0
524,2030,C6,1,大麦,0.04
525,2030,D1,1,茄子,1.82
526,2030,D2,1,油麦菜,1.1
527,2030,D2,1,小青菜,6.71
528,2030,D2,1,黄瓜,1.09
529,2030,D3,1,小青菜,1.09
530,2030,D4,1,茄子,4.89
531,2030,D4,1,小青菜,0.02
532,2030,D5,1,小青菜,1.85
533,2030,D5,1,芹菜,0.33
534,2030,D7,1,茄子,0.37
535,2030,D8,1,豇豆,11.44
536,2030,D8,1,芸豆,1.44
537,2030,D8,1,包菜,0.73
538,2030,D8,1,小青菜,1.42
539,2030,E1,2,羊肚菌,0.6
540,2030,E2,2,羊肚菌,0.6
541,2030,E3,2,香菇,0.6
542,2030,E4,2,羊肚菌,0.6
543,2030,E5,2,香菇,0.6
544,2030,E6,2,白灵菇,0.6
545,2030,E7,2,白灵菇,0.6
546,2030,E8,2,白灵菇,0.6
547,2030,E9,2,羊肚菌,0.6
548,2030,E10,2,羊肚菌,0.6
549,2030,E11,2,榆黄菇,0.6
550,2030,E12,2,榆黄菇,0.6
551,2030,E13,2,榆黄菇,0.6
552,2030,E14,2,香菇,0.6
553,2030,E15,2,羊肚菌,0.6
554,2030,E16,2,羊肚菌,0.6
555,2030,F1,2,茄子,0.6
556,2030,F2,2,黄瓜,0.6
557,2030,F3,2,茄子,0.23
558,2030,F3,2,黄瓜,0.37
559,2030,F4,2,茄子,0.6
